Name,Status,Price,Stars,Ratings,Units,"Unit Price","regex method"
"[LOT OF 31 UNITS] 512GB-500GB M.2 SSDs SAMSUNG WD HYNIX SANDISK",Pre-Owned,"$1,240.00",[LO,0,31,40,2
"LOT OF 10 SAMSUNG 840 Pro 2.5"" 128GB SATA III Internal Solid State Drive (SSD)",Refurbished,$279.99,0,0,10,27.999,2
"mSATA SSD LOT: INTEL 240GB, VISIONTEK 240GB, VISIONTEK 120GB UNTESTED ""AS IS""","Parts Only",$49.87,Tim,0,,-1,
"Lot Of 4 Smart HP 920GB TXA2D20920GA60HP SAS 2.5 SSD Drive",Pre-Owned,$500.00,0,0,4,125,2
"LOT OF 10 Intel Pro 1500 Series 240GB (SSDSC2BF240A4H) SSD 2.5"" 6gb/s SATA",Pre-Owned,$329.99,LOT,0,10,32.999,2
"Lot of 10 IBM SSD SATA Drive 5000 2.5 43W7678 15.8GB 1.5Gb/s N44E9159 Solid","Open box",$59.95,0,0,10,5.995,2
"Lot of 3 Samsung 850 EVO 250GB 2.5-Inch SATA III Internal SSD (MZ-75E250B/AM)","Open box",$120.00,5.0,0,3,40,2
"Lot of 10 Micron ( Crucial ) 1100 1TB SSD Solid State Drive 2.5"" SATA III 6.0","Open box","$1,149.99",0,0,10,114.999,2
"as-is SP S60 SSD 60GB 2.5"" SATA lot of 2","Parts Only",$5.00,Tim,0,2,2.5,2
"Lot of 5 ( five ) Samsung 128GB mSATA PM851 SSD Internal 1.8"" SATA III 6Gb/s",Pre-Owned,$99.99,0,0,5,19.998,2
"LOT OF 2 Intel DC S4600 2X480 GB SATA 2.5"" 6Gbps SSD NO TRAY",Pre-Owned,$270.00,0,0,2,135,2
"960GB SATA 6Gb/s Micron SSD M500 2.5"" MTFDDAK960MAV-1AE12ABYY LOT OF 20",Pre-Owned,"$1,400.00",0,0,20,70,2
"Lot of 20 - Samsung 840 Pro 128GB SSD - DELL P/N 0P9P2T - OEM MZ7PD128 - 1YR WTY",Refurbished,$420.00,0,0,20,21,2
"Lot of 6x Netapp 100GB SSD 49135-02 Solid State 6Gbps Drives LB106S 2.5",Pre-Owned,$342.00,Lot,0,6,57,2
"Lot of 7 - Samsung 512GB PM871 mSATA SSD MZ-MLN512D",Pre-Owned,$475.00,0,0,7,67.8571428571429,2
"Lot of 5 Assorted Brands 128GB 2.5"" SATA III SSD Solid State Drive",Pre-Owned,$124.99,0,0,5,24.998,2
"Lot of 10 ( ten ) Micron M600 1TB SSD Solid State Drive 2.5"" MTFDDAK1T0MBF SATA3",Pre-Owned,$999.99,0,0,10,99.999,2
"LOT OF 3: SAMSUNG MZ7LN120 MZ-75E120 850 EVO 120GB SATA III 6Gb/s 2.5"" SSD",Refurbished,$75.00,0,0,3,25,2
"Lot of 10 Intel 120GB 2.5"" SATA II SSD Solid State Drive",Pre-Owned,$249.99,0,0,10,24.999,2
"Lot 13 Dell STec 16GB SSD Solid State Hard Drive 5mm PATA PCI-E 0X422G X422G",Pre-Owned,$119.99,0,0,13,9.23,2
"Lot of 2 NEW SanDisk SSD PLUS 120GB SATA III 2.5"" 7mm SDSSDA-120G","Open box",$47.00,0,0,2,23.5,2
"Lot of 25 Assorted Brands 128GB 2.5"" SATA III SSD Solid State Drive",Pre-Owned,$499.99,0,0,25,19.9996,2
"Lot of 7 SanDisk X110 128GB Solid State Disk 2.5"" SSD SATA III 6GB/s SD6SB1M-128",Pre-Owned,$149.00,5.0,0,7,21.2857142857143,2
"adata 128GB SSD mini sata industrial SSD (LOT of 2)","Brand New",$350.00,0,0,2,175,2
"Lot of - 4 Intel SSD 320 Series 160GB SATA 2.5"" SSDSA2CW160G3",Pre-Owned,$107.00,0,0,,-1,
"Lot of 10 Samsung SSD 512GB SM951 M.2 NVMe 2280 SSDMZVPV512HDGL MZ-VPV5120 OEM",Refurbished,"$1,490.00",0,0,10,149,2
"Lot of 4 INTEL SSD DC Series S3500 160GB SATA 2.5"" 6Gb/s SSDSC2BB160G4T","Open box",$440.00,0,0,4,110,2
"SanDisk X210 512GB SSD SD6SB2M512G1022 SSD HARD DRIVE LOT OF 10",Pre-Owned,$500.00,0,0,10,50,2
"Lot of (22)! Intel SSD DC S3500 Cisco 120GB SSD UCS-SD120G0KS2-EV",Pre-Owned,$999.99,0,0,22,45.4540909090909,2
"LOT OF 5 Intel DC S4600 SSDSC2KG960G7 5X960GB  2.5"" 7mm SATA 6Gbps SSD",Pre-Owned,$930.00,0,0,5,186,2
"Projector, SSD, Hard Drive, Portable Battery, Electronics Lot",Pre-Owned,$100.00,0,0,,-1,
"Lot of 4 Apple Samsung Solid State Drive MZ-CPA0640/0A2 64GB",Pre-Owned,$129.99,0,0,4,32.4975,2
"Lot of 12 - Intel - 32GB - 2.5"" SATA SSD - SSDSA2SH032G1GN",Pre-Owned,$165.00,0,0,12,13.75,2
"Lot of 22 SanDisk U100 2.5"" 8GB SATA SSD SDSA5GK-008G-1001",Pre-Owned,$74.98,Lot,0,22,3.40818181818182,2
"MICRON 240GB 2.5 SSD M500 MTFDDAK240MAV, MTFDDAK240MAV-1AE12ABYY (LOT OF 10)",Pre-Owned,$699.00,0,0,10,69.9,2
"Lot of 10 - intel SSD S3500 Series 80GB - SATA - 2.5"" - SSDSC2BB080G4",Pre-Owned,$200.00,0,0,10,20,2
"960GB SATA 6Gb/s Micron SSD M500 2.5"" MTFDDAK960MAV-1AE12ABYY LOT OF 10",Pre-Owned,$750.00,0,0,10,75,2
"Lot of 20 (twenty) Micron M500 960GB SSD ( Almost 1TB ) 2.5"" MTFDDAK960MAV SATA3",Pre-Owned,"$1,699.99",0,0,20,84.9995,2
"LOT 2 160GB INTEL SSDSA2CW160G3 320 SERIES 3Gb/S SATA SSD 5V 1A 2.5"" INCH SSD",Pre-Owned,$49.99,5.0,0,2,24.995,2
"Micron Realssd P300 MTFDDAC100SAL-1N1AA, SSD 2.5 100GB SATA 6Gb/s SSD LOT OF 10",Pre-Owned,$280.00,0,0,10,28,2
"LOT OF 4: ES1A 58B9 00E8673 00E8704 IBM 387GB 2.5"" 6Gbps SAS SFF-2 SSD",Refurbished,"$2,199.00",0,0,4,549.75,2
"[100 UNITS LOTS] M.2 256GB SSDs SAMSUNG HYNIX SANDISK TOSHIBA (4 Lots Available)",Pre-Owned,"$2,250.00",[10,0,,-1,
"256GB SSD 2.5"" 7MM SATA III 6GB/S Samsung, Micron, Lite-On, SanDisk Lot of 10",Pre-Owned,$489.99,0,0,10,48.999,2
"Mix Lot SSD 240/256GB (2) Drives",Pre-Owned,$85.00,0,0,,-1,
"Lot of 20 SanDisk 16GB SATA SSD - SDSA5AK-016G-1014, Clean and Tested",Refurbished,$119.99,0,0,20,5.9995,2
"Lot of 23 - 512GB NVMe PCI Express Gen3 x4 M.2 2280 SSD (WD, Samsung, Toshiba)","Open box","$1,550.00",0,0,23,67.3913043478261,2
"LOT OF 10: SAMSUNG 256GB PM981 NVME M.2 PCIE SSD HP L11634-001 MZ-VLB2560","Open box",$375.00,0,0,10,37.5,2
"LOT of 9 Working And 2 Not-Working Apple Internal SSDs with Fresh OS Installed",Pre-Owned,$750.00,0,0,9,83.3333333333333,2
"Lot of 5 HGST Hitachi HUSSL4020BSS600 200GB 2.5"" SAS SSD 0B27405",Pre-Owned,$285.00,0,0,5,57,2
"LOT OF 10 - SanDisk 128GB x110 MLC 6Gbps Half-Slim SATA SSD (DX110128A5xnNMRI)",Pre-Owned,$349.99,0,0,10,34.999,2
"Seagate BarraCuda 250GB SOLID STATE SSD Drive | Lot of 4 | Excellent condition",Pre-Owned,$190.00,0,0,4,47.5,2
"LOT 100X Toshiba 128GB SSD 2.5"" SATA 6Gb/s THNSNJ128GCSY Solid State Drive",Refurbished,"$2,500.00",0,0,100,25,2
"Lot 4 Toshiba 200GB 2.5"" SAS 12Gb/s SSD PX05SRB200 SDFA401HCA01",Pre-Owned,$695.00,0,0,4,173.75,2
"LOT of 2 DELL120GB MLC SATA III 2.5 ENTERPRISE 6GB/S  SOLID STATE DRIVE MVTNM",Pre-Owned,$99.00,0,0,2,49.5,2
"SANDISK SDLB6HM-800G-31 800GB SSD LIGHTNING LB806MC 2.5"" LOT OF 10",Pre-Owned,"$1,400.00",0,0,10,140,2
"Lot of 2x Samsung Dell MZ-7PC128D NMY6F 2.5"" 128GB SATA SSD",Pre-Owned,$30.40,Pre,0,2,15.2,2
"LOT OF 10 128GB Samsung Lite on Intel OCZ  2.5"" SATA SSD",Refurbished,$219.99,LOT,0,10,21.999,2
"Lot of 8 Intel SSDSA2SH032G1GN 32GB 3GB/s 2.5"" SATA SSD Drive",Pre-Owned,$89.99,4.5,0,8,11.24875,2
"Lot of -15 Samsung 128GB SATA 2.5"" SSD MZ-7TE1280",Pre-Owned,$340.00,0,0,,-1,
"Lot of 4 Intel 320 Series 120GB 3Gb/s SATA II 2.5"" SSD (SSDSA2CW120G3)",Pre-Owned,$89.00,0,0,4,22.25,2
"Lot 4 Intel SSDSC2CW120A3 520 Series 2.5"" 6Gb/s SATA SSD 120GB +Supermicro Tray",Pre-Owned,$79.99,0,0,4,19.9975,2
"lot of 9; 32 GB mSATA SSD Lite-ON It Corp- HP- PCI-e Card 687100-001 LMT-32L3M",Pre-Owned,$179.00,0,0,9,19.8888888888889,2
"Lot of 5 SanDisk X110 SD6SB1M-128G 128GB 2.5"" SATA III Solid State Drive",Pre-Owned,$89.96,5.0,0,5,17.992,2
"Lot of 2 Samsung 840 Series MZ-7TD1280/0L1 128GB 2.5"" SATA III Solid State Drive",Pre-Owned,$37.98,0,0,2,18.99,2
"128gb Sata Laptop SSD Samsung Apple 2.5"" 5PC LOT ALL 5 INCLUDED",Pre-Owned,$100.00,0,0,5,20,1
"LOT OF 2: EMC 005049184 118032713 VNX 100GB 3.5"" FLASH SSD",Refurbished,$72.00,0,0,2,36,2
"Lot of 4 SiliconDrive 1GB CF SSD-C01GI-3620",Refurbished,$59.00,0,0,4,14.75,2
"HP 661586-001 40GB 2.5"" 3GBps MLC SATA-2 Solid State Drive Lot of 15 New","Open box","$1,200.00",0,0,15,80,2
"Lot of 10 Dell 100GB 2.5"" SATA SSD MCC0E1HG5MXP G613R",Pre-Owned,$200.00,0,0,10,20,2
"LOT OF 3 Transcend Internal Solid State Drives 32GB MLC SATA III 6Gb/s 2.5""",Pre-Owned,$59.99,LOT,0,3,19.9966666666667,2
"Lot of 5 x Micron HP RealSSD C400 256GB SATA SSD MTFDDAK128MAM-1K1 652182-001","Open box",$284.95,0,0,5,56.99,2
"LOT(2) Pliant/SanDisk Ent LB406M 2.5"" 400GB SAS 6Gb/s SSD like Dell 0X10NT",Refurbished,$399.98,0,0,,-1,
"Lot of 2 x SanDisk  SDSSDP-128G  128GB 2.5"" SATA III (6.0Gb/s) SSD Drive",Pre-Owned,$40.00,5.0,0,2,20,2
"LOT OF 2 - Samsung SM863 240GB MZ-7KM2400 / MZ7KM240HAGR-00005 SATA SSD",Pre-Owned,$106.24,0,0,2,53.12,2
"5x Samsung PM953 960GB SSD PCI Express Gen3 x4 M.2 Enterprise Solid State Drive",Refurbished,$699.50,0,0,4,174.875,3
"Lot of 51 Kingston 16GB M.2 NGFF 2242 (42mm) SSD SNS415S3/16GD",Pre-Owned,$160.00,0,0,51,3.13725490196078,2
"LOT OF 10 | Panasonic CF-C2 Hard Drive Caddies | INCLUDE 256GB SSD",Pre-Owned,$599.99,0,0,10,59.999,2
"Lot of 8 Dell 256GB M.2 SSD's Western Digital SK Hynix Toshiba all new Latitude","Brand New",$520.00,0,0,8,65,2
"Lot of 5 LiteOn  LCS-128M6S 128GB 2.5"" SATA III Solid State Drive",Pre-Owned,$80.96,0,0,5,16.192,2
"Lot of 20 - Samsung 840 Pro 128GB 2.5"" SSD DELL P/N 0P9P2T - MZ7PD128 - 1YR WTY",Pre-Owned,$420.00,0,0,20,21,2
"Lot 5 Samsung PM1725 6.4TB SSD PCI-Express Gen 3.0x8 NVMe PCIe Solid State Drive","Open box","$10,388.00",0,0,5,2077.6,2
"(LOT of 4) Samsung MZQLB3T8HALS-00007 PM983 3.84TB 2.5"" PCI-E 3.0 x4 SSD","Open box","$2,175.00",Pre,0,4,543.75,2
"Samsung 256GB Solid State Drive SSD 2.5"" SATA 6.0 LOT OF 50","Open box","$3,599.99",0,0,50,71.9998,2
"LOT OF 4 Intel SSDSCKKR048H6 48GB SSD M.2 2280! GREAT BUY!",Pre-Owned,$79.99,0,0,4,19.9975,2
"Lot of TEN (10) HP 764074-001 32GB MLC SATA 2230 M.2 SSD Module  XP0032GEFEN",Refurbished,$570.00,0,0,,-1,
"Lot of 10 SanDisk SDSSDP-128G 128GB SATA 6Gb/s 2.5in SSD With Read Up To 475MB/s",Pre-Owned,$249.10,0,0,10,24.91,2
"Lot of 3 Kingston/OCZ SV300S37A/120G | SUV400S37/120G | VTX3-25SAT3-120G SSD",Pre-Owned,$48.00,Pre,0,3,16,2
"LOT OF 2 SANDISK SSD X300S M.2 2280 128GB 6.0gps-128G HARD DRIVE",Pre-Owned,$69.99,0,0,2,34.995,2
"LOT OF 6: IBM 00AK371 400GB SSD 2.5"" 6Gb SAS HDD AC91 00D5351 STORWIZE 2078",Refurbished,"$1,350.00",0,0,6,225,2
"LOT OF 2 SANDISK SSD X300S M.2 2280 128GB 6.0gps-128G HARD DRIVE",Pre-Owned,$69.99,0,0,2,34.995,2
"LOT 2x Dell 0KG53D Samsung SM841 mSATA SSD 128GB SSD w/ 0FCN4M Caddy",Refurbished,$52.24,Pre,0,2,26.12,2
"LOT OF 10 Western Digital WDS250G2B0B Wd Blue M.2 250gb Internal Ssd BRAND NEW","Brand New",$299.00,0,0,10,29.9,2
"LOT OF 12: IBM 00AK371 400GB SSD 2.5"" 6Gb SAS HDD AC91 00D5351 STORWIZE 2078",Refurbished,"$2,400.00",0,0,12,200,2
"LOT OF 9 Kingston RBU-SNS4151S3 - 16GB | Solid State SSD",Pre-Owned,$36.00,0,0,9,4,2
"INTEL 1.6TB 2.5' SATA SSD Intel DC S3510 PN SSDSC2BB016T6P LOT OF 10",Pre-Owned,"$1,950.00",0,0,10,195,2
"Nimbus Data N2CSTK251M11-0480, NIMFB2-0480M2, 2.5"" 480GB SSD (LOT OF 10)",Pre-Owned,$475.00,0,0,10,47.5,2
"Lot of 50 Micron 1100 M.2 2280 512GB SATA III Flash Nand TLC MTFDDAV512TBN SSD",Refurbished,"$2,999.00",5.0,0,50,59.98,2
"LOT OF 4 PNY CS1111 SSD7SC120GCS1 120GB Internal 2.5"" SATA III Solid State Drive",Pre-Owned,$79.99,0,0,4,19.9975,2
"Lot of 4 Samsung PM851 128GB 2.5 inch Solid State Drive [WIPED/TESTED]",Pre-Owned,$56.00,Pre,0,4,14,2
"Lot of 4 x ADATA Premier SP600 32GB MLC SATA 6Gbps 2.5"" SSD Solid State Drive",Refurbished,$69.99,0,0,4,17.4975,2
"LOT OF 10 | Panasonic CF-C2 Hard Drive Caddies | INCLUDE 128GB SSD",Pre-Owned,$499.99,0,0,10,49.999,2
"Lot of 3 x SK Hynix Dell SC308 SATA 128GB 2.5"" SSD HFS128G32TND-N210A 707TC",Refurbished,$64.95,0,0,3,21.65,2
"LOT OF 4: ES1A 58B9 74Y9526 74Y9525 IBM 387GB 2.5"" 6Gbps SAS SFF-2 SSD",Refurbished,"$4,999.00",0,0,4,1249.75,2
"LOT OF 6: IBM 98Y1803 00AH603 MTFDDAA480MBB 480GB M500DC 1.8 Micro-SATA SSD",Refurbished,$415.00,0,0,6,69.1666666666667,2
"Lot of 50 x SanDisk 16GB mSATA SSD",Pre-Owned,$365.00,0,0,50,7.3,2
"Lot of 3x Intel SSD 320 Series SSDSA2CT040G3 2.5in 40GB Solid State Drive",Pre-Owned,$26.40,Pre,0,3,8.8,2
"Toshiba 1920GB SATA SSD 6Gb/s Solid State Drive THNSN81Q92CSE ET (LOT OF 10)",Pre-Owned,"$2,220.00",0,0,10,222,2
"Micron MTFDDAC100SAL-1N1AA RealSSD P300 2.5"" 100GB SATA III SSD (LOT OF 10)",Pre-Owned,$220.00,0,0,10,22,2
"Lot Of 3 Genuine Kingston SSDNow V300 SV300S37A/60G 2.5"" 60GB SSD","Brand New",$50.00,0,0,3,16.6666666666667,2
"Fusion-IO Drive2 1.2TB Internal SSD Flash PCIe F00-001-1T20-CS-0001 (LOT OF 10)",Pre-Owned,"$1,200.00",0,0,10,120,2
"Lot 10 HP 803391-001 32GB 40mm M.2 SSD CACHE",Refurbished,$79.99,0,0,10,7.999,2
"LOT OF 10. Sandisk 64GB SSD Z400 2.5 SATA Drive SD8SBAT-064G-1006 836704-001","Brand New",$220.00,0,0,10,22,2
"LOT OF 2: IBM 98Y1803 00AH603 MTFDDAA480MBB 480GB M500DC 1.8 Micro-SATA SSD",Refurbished,$149.00,0,0,2,74.5,2
"LOT(8) Pliant/SanDisk Ent LB406M 2.5"" 400GB SAS 6Gb/s SSD like Dell 0X10NT",Refurbished,"$1,599.90",0,0,,-1,
"Mixed LOT OF 4 128GB, 180GB, 2X256GB M.2 SSD",Pre-Owned,$140.00,0,0,4,35,2
"Lot of 3 x Samsung SM961 256GB NVMe M.2 PCIe SSD MZVPW256HEGL w/PCI-E Adapters!",Pre-Owned,,0,0,3,0,2
"Toshiba PX02SMB160, SDFAP90NKA01, 1.6TB 2.5"" SSD (LOT OF 10)",Pre-Owned,"$2,400.00",0,0,10,240,2
"LOT OF 14!  IBM 43W7737/43W7729 50GB Micro-SATA 1.8"" INCH HOTSWAP SSD",Refurbished,$309.99,0,0,14,22.1421428571429,2
"Lot of 3 Virtium StorFly 200CE SATA SSD 100GB VSF202CC100G",Pre-Owned,$125.00,Lot,0,3,41.6666666666667,2
"Lot of 10 MIX BRANDS INTEL SAMSUNG  120GB 2.5"" SATA Solid State Drive",Pre-Owned,$199.99,0,0,10,19.999,2
"Lot of 11 - Intel - 32GB -  2.5"" SATA SSD - SSDSA2SH032G1GN",Pre-Owned,$168.00,0,0,11,15.2727272727273,2
"Lot of 10 x SanDisk 16GB mSATA SSD",Pre-Owned,$78.00,0,0,10,7.8,2
"256GB Solid State Drive SSD 2.5"" SATA LOT OF 50","Open box","$3,499.99",0,0,50,69.9998,2
"Lot of 10 - IBM 50GB SSD 1.8"" MICRO SATA SSD SOLID STATE DRIVES 43W7737",Pre-Owned,,0,0,10,0,2
"Lot of 15 - Samsung 128GB SATA 2.5"" SSD MZ-7TD1280/0L1",Pre-Owned,$335.00,0,0,15,22.3333333333333,2
"Lot of 2 Intel SSD 180GB SATA 2.5 INCH SSD 530 6GB/S Hard Drive SSDSC2BW180A4",Pre-Owned,$45.89,0,0,2,22.945,2
"Kingston 60GB V300 SSD SATA III Solid State Drive 2.5 in Internal Lot",Pre-Owned,$16.44,Pre,0,,-1,
"LOT OF 2 | HP 60Gb SATA SSD Server Hard Disk (572254-001) | Server Grade SSD",Refurbished,$45.73,0,0,2,22.865,2
"Lot of 3 ADATA 60GB Internal 2.5"" 6Gb/S SSD 500 series S510 Solid State Drives T",Refurbished,$24.99,0,0,3,8.33,2
"Lot of 25 x SanDisk 16GB mSATA SSD",Pre-Owned,$250.00,0,0,25,10,2
"SANDISK X300DC 960GB SATA 2.5"" (SD7SB7S-960G) SSD LOT OF 10",Pre-Owned,"$1,000.00",0,0,10,100,2
"Lot of 10 Kingston RBU-SNS4151S3/16G m.2 SATA Solid State Drive SSD SNS4151S3",Refurbished,$179.95,0,0,10,17.995,2
"SanDisk SDLF1CRR-019T-1HA1 CloudSpeed Eco Gen II 2.5"" SATA 1.92TB SSD LOT OF 10",Pre-Owned,"$1,500.00",0,0,10,150,2
"10 Piece New SanDisk 2.5"" 32GB SSD Solid State SATA Hard Drive SDS5C-032G-000000","Brand New",$134.99,0,0,,-1,
"Micron 1100 2TB SSD SATA 2.5"" MTFDDAK2T0TBN-1AR1ZABYY (LOT OF 10)",Pre-Owned,"$2,250.00",0,0,10,225,2
"HP HUSMR1650ASS20 SAS SAS3 SSD 2.5 480gb 500gb HUSMR1610ASS201",Pre-Owned,$160.00,0,0,,-1,
"lot of 4 Samsung MZ-MPC0320/0H1 32GB mSATA SSD 1.8"" Solid State Drive",Pre-Owned,$79.00,0,0,4,19.75,2
"Lot 5 SanDisk X110 SSD 128GB Solid State SD6SP1M-128G-1012 06T4HK M.2 SATA 2260",Pre-Owned,$119.95,5.0,0,5,23.99,2
"Lot of 15 Crucial Micron M500 960GB 2.5"" SSD CT960M500SSD1 SATA III 6.0Gb/s",Pre-Owned,"$1,275.00",0,0,15,85,2
"LOT 10x APACER HP 16GB MLC SATA HF 1.8"" SSD SOLID STATE DRIVE 689057-001 TESTED!",Pre-Owned,$69.95,0,0,10,6.995,2
"Apacer 32GB Msata Solid State Drive APSDM032GM5AN (lot of 10) Formatted",Pre-Owned,$105.00,0,0,10,10.5,2
"Lot Of 10x WD SiliconDrive 2GB PATA SSD-C02G-3500 Compact Flash Memory Card",Pre-Owned,$44.99,Pre,0,10,4.499,2
"Lot of 10 - Samsung 840 Pro 512GB 2.5"" SATA  SSD (MZ-7PD512)",Pre-Owned,$645.00,0,0,10,64.5,2
"Lot of - 6 Micron M510DC MAX MTFDDAK480MBP 2.5"" 480GB SSD",Pre-Owned,$465.00,0,0,,-1,
"Lot of 3x SK hynix Dell SC311 128GB M.2 SSD Solid State Drive HFS128G39TNF-N2A0A",Refurbished,$89.95,0,0,3,29.9833333333333,2
"Seagate Nytro XM1440 ST800KN0021 - 800GB SSD - M.2 - Lot of 75","Brand New","$29,625.00",0,0,75,395,2
"DELL Enterprise Plus Lot of 2 TOSHIBA PX05SMB040Y SSD 400GB 12Gbps 01J5K9","Brand New",$679.98,0,0,2,339.99,2
"Lot of 3 Intel 320 Series 160GB 3Gb/s SATA II 2.5"" SSD (SSDSA2CW160G3)",Pre-Owned,$79.00,5.0,0,3,26.3333333333333,2
"Micron 1100 1024GB SSD SATA 2.5"" SSD MTFDDAK1T0TBN-1AR1ZABYY LOT OF 10",Pre-Owned,"$1,200.00",0,0,10,120,2
"Intel SSD DC P3700 2TB 20nm MLC PCIe NVMe 3.0 2.5"" SSD SSDPE2MD020T4 lot 2x Used",Pre-Owned,$799.00,0,0,2,399.5,2
"2.5"" 240GB SATA III 3D NAND Internal Solid State Drive SSD 240 GB Lot 2","Brand New",$59.95,0,0,2,29.975,2
"Lot of 2 Samsung 840 Series MZ-7TD1280/0L1 128GB 2.5"" SATA III Solid State Drive",Pre-Owned,$37.98,0,0,2,18.99,2
"LOT 5x Samsung 860 EVO 500GB SSD","Brand New",$338.00,0,0,5,67.6,2
"LOT OF 2 SANDISK SD8SNAT-128G-1006 Z400 M.2 2280 128GB SSD SOLID STATE",Pre-Owned,$84.95,0,0,2,42.475,2
"HP Micron 128GB 2.5"" Solid State Drive 652181-003 MTFDDAK128MAM-1J1 SSD Open Box","Open box",$199.00,0,0,,-1,
"MZ-7KM9600 SAMSUNG 2.5'' 960GB SATA 6.0Gbps SSD MZ7KM960HAHP-00005 LOT OF 10",Pre-Owned,"$1,000.00",0,0,10,100,2
"Lot of 2 SanDisk 803207-001 128GB SATA 2.5"" SSD SD7SB6S-128G-1006",Pre-Owned,$30.00,0,0,2,15,2
"Samsung PM1725a Series 6.4TB TLC PCI Express 3.0 x4 NVMe U.2 2.5-inch (SSD)","Brand New","$1,999.00",0,0,4,499.75,3
"Seagate XF1230-240 Nytro Xf1230 240Gb SATA 6.0Gbps 2.5-Inch SSD (Lot of 10)","Brand New",$670.00,0,0,10,67,2
"Toshiba 1920GB SATA SSD 6Gb/s Solid State Drive THNSN81Q92CSE ET (LOT OF 20)",Pre-Owned,"$4,440.00",0,0,20,222,2
"LOT 10 Samsung 860 EVO 500GB SSD","Brand New",$670.00,0,0,10,67,2
"Lots of 10pcs 64GB M.2 2260 (22 X 60mm) SSD, LITE-ON LJH-64V2G New Pulls","Brand New",$120.00,0,0,10,12,1
"HP Intel SSDSC2BB016T4P DC S3500 1.6TB 2.5"" SSD, 757381, 757338-001 (LOT OF 10)",Pre-Owned,"$4,000.00",0,0,10,400,2
"Lot of 5 SanDisk 2.5"" SSD DRIVES U100 U110 16GB SATA 6.0Gbps HP 724416-001",Pre-Owned,$19.95,0,0,5,3.99,2
"LOT OF 10 APACER 16GB MLC SATA SOLID STATE DRIVE SSD WARRANTY",Pre-Owned,$71.99,Pre,0,10,7.199,2
"LOT OF 5 Mixed Brand Solid State Drive 256GB mSATA SSD Tested Working w/ caddy",Refurbished,$229.95,0,0,5,45.99,2
"LOT of 2 Samsung 850 EVO MZMLN250HMHQ 250GB SSD Solid State Drive",Pre-Owned,$72.85,LOT,0,2,36.425,2
"Lot 20 x SSD Z400s 64Gb 2.5"" SATA6Gb/s Solid State Drive 7mm SD8SBAT-064G-1006","Brand New",$498.98,0,0,20,24.949,2
"Lot of 2 x Intel SSD S3700 400GB & LSI L3-25121-86C Controller Card",Pre-Owned,,0,0,2,0,2
"LOT OF 2 MICRON M500 M-2 120GB SATA 75151-001 XR0120GEBLT SSD DRIVES",Pre-Owned,$94.95,0,0,2,47.475,2
"10 x LOT *NEW* TOSHIBA OCZ 120GB SSD - 2.5"" SATA 6 Gbit/s  TLC NAND flash memory","Brand New",,0,0,,-1,
"Lot 4 Intel SSD S3500 Series 800GB Internal 2.5"" Used Hardiskdentinel to 100%",Pre-Owned,$282.00,5.0,0,4,70.5,2
"LOT-of 10-HP 200GB 6Gb SATA SSD-804639-B21-805385-001-804638-001-MK0200GEYKC","Brand New",,0,0,,-1,
"Lot of 4 ...MX-Technology 64GB MX-NANO  1.8"" SSD - ZIF PATA INTERFACE ...USED",Pre-Owned,$92.00,0,0,4,23,2
"LOT OF 6 InnoLite SATADOM 64GB SATA-Dom Internal Solid State Drive",Pre-Owned,$349.95,0,0,6,58.325,2
"10 x LOT OEM SanDisk X400 128GB M.2 2280 Sata 3 6GB/S SSD (M2 Solid State Drive)",Refurbished,,0,0,,-1,
"10 x LOT *NEW* ADATA 120GB 2.5"" SSD 3D NAND SATA 3 6Gb/s (SU650)","Brand New",,0,0,,-1,
"HGST PCIe - 3.2TB Solid-State Drive 2.5'' - 0T00839 HUSPR3232ADP301 lot of 2",Pre-Owned,$799.00,0,0,2,399.5,2
"Mixed Brand M.2 SSD 2280 HARD DRIVE | 128GB | MZ-NLN128C | SATA III  | LOT OF 5",Refurbished,$124.95,0,0,5,24.99,2
"Lot of 100 Micron 1100 M.2 2280 512GB SATA III TLC MTFDDAV512TBN Internal SSD","Brand New","$6,999.00",5.0,0,100,69.99,2
"MZ-MTE128D SAMSUNG MICRON SK HYYNEX 128GB mSATA SSD PM851 lot*10",Refurbished,$329.99,0,0,,-1,
"Lot of 5 Advantech SQFlash SQF-S25-S4-8G-S5C - Solid state drive - 8 GB - intern",Pre-Owned,$49.99,0,0,5,9.998,2
"Lot of 2 Toshiba 128GB MSata Solid State Drive THNSNF128GMCS",Pre-Owned,$38.85,0,0,2,19.425,2
"Toshiba 800GB DC17+ SAS SSD eMLC Server SSD PX04PMB080 lot of 2",Pre-Owned,$319.00,0,0,2,159.5,2
"HP SSD  320 SERIES 160GB 3Gb  SATA II 2.5"" SSD HP 667602-003 Intel LOT OF 4  D",Pre-Owned,$69.99,0,0,4,17.4975,2
"Lot of 2) K41XJ Dell 0K41XJ 200GB 2.5'' MLC SAS MU 12Gbs SSD - Caddy Included",Refurbished,$179.95,Pre,0,2,89.975,2
"Lot Of 3 Micron MTFDDAV128MAY M550 M.2 SSD 128GB SATA 6Gb/s SED",Pre-Owned,$135.00,0,0,3,45,2
"LOT OF 6 Western Digital SiliconDrive II 1GB PATA SSD-C01GI-3625",Pre-Owned,$44.99,0,0,6,7.49833333333333,2
